9360,7220
6653,1171
8023,7428
2659,7101
8046,2946
9406,5333
3661,8591
1612,5818
1394,9926
2804,5129
6095,3774
6621,6142
7003,3970
1049,1970
7983,6159
3266,7464
9620,2660
2896,2834
9879,9907
6206,5049
4690,6871
1681,7415
6481,1669
6977,9571
4764,4776
2207,7027
5220,1117
8655,3773
2318,4814
3206,3215
8485,1226
8243,3882
7036,7004
9262,8703
6674,4983
2805,6763
5386,3200
9504,6260
9811,1455
4257,6976
8643,5348
7539,3996
8325,4674
7739,1240
1681,5269
6654,8227
4851,1217
7071,5787
4343,8546
9299,8192
7247,9286
5248,5619
6662,6588
3788,4777
8418,6722
1642,1939
9674,7118
3162,9368
7219,3576
7341,8604
1785,9333
4729,1479
1717,2367
9534,8604
5938,3507
2607,7550
1566,4463
3953,6121
2938,1805
8407,1072
8187,7323
5624,5089
6157,3871
9383,5034
8080,7305
6369,6836
5520,2943
2790,9579
7635,9942
2168,8448
6784,7113
5850,2091
3857,1740
8578,3579
8800,3047
7981,6267
6885,5934
1077,8121
1665,5510
1958,3951
5667,6487
5047,7967
9351,8611
5208,7398
9457,9249
3110,1736
3726,2488
7272,3562
4323,5347
9003,9741
2477,5273
2905,5892
8169,7584
7051,8833
9870,8203
9847,2661
4677,4285
9427,2568
1365,6297
5164,5190
9496,7972
7155,6278
5887,3448
4428,3846
1268,4087
5109,6719
4235,1776
6695,5860
8128,1041
8208,5977
4901,6583
4221,9324
2452,8775
3505,5939
6049,9490
2203,8814
5610,1833
7800,6136
7583,1340
1156,6590
5129,7709
4955,3777
8327,6339
9315,1796
9522,4010
7067,5566
8193,5134
8189,2412
5791,2527
7906,2940
5717,8123
8480,5542
5208,2172
2411,5601
6197,8622
9392,7523
4760,7574
6154,5609
7108,2320
8647,1406
8911,9073
6721,4440
8124,9564
9093,5397
8036,4626
6497,6856
7854,3091
1500,2957
3361,6740
4275,7002
7000,3410
9471,8195
1642,1603
8921,3182
3977,7532
7990,2552
6388,8584
8752,6885
7196,3495
1098,7988
9725,1898
1504,7969
2261,2733
2753,1679
1839,7791
3591,2866
7078,6170
4181,3184
2976,4683
2422,2704
4043,7655
7513,6366
9292,1235
6797,5246
2967,9365
2304,2786
1362,7597
5049,9078
2786,9276
4664,7089
1768,6266
9107,3733
4279,3057
2726,9175
3567,9453
9021,5058
5545,9141
2944,2990
1767,9491
7833,5194
6923,1167
7207,4585
7606,4583
4790,7935
1140,7142
9694,8671
4488,1201
6261,2166
3868,6296
2597,2458
5857,1617
6443,8320
2723,1489
7735,4382
8335,5754
7313,1768
1781,4439
2182,7155
7949,1295
9536,9911
7222,8926
5714,6806
5281,7389
8456,8548
5279,7844
3421,7665
5856,9440
1864,9617
2157,2346
7977,1091
9231,3388
7513,4300
7262,4222
1104,5780
2733,6588
4049,5235
7961,8043
6968,1431
8075,2045
5280,4729
5770,3360
2727,2436
6664,4607
5941,7009
4052,2148
9216,3297
2608,3107
7401,9950
1266,2295
3605,6141
8533,7895
6945,3954
6665,5286
3459,7872
4237,4928
7976,9187
9026,2272
4082,1023
1885,4963
1135,2968
6597,5004
4717,6290
2813,2171
7645,4795
4100,1696
4705,8011
4319,3263
4467,6864
2424,5041
9189,7979
7267,2583
6380,4582
7500,7098
4320,3211
6501,2361
5333,7506
3504,5245
2685,8492
2857,5743
7377,9582
8597,6908
2015,2984
3295,4957
1331,7865
5045,1773
9434,4935
5363,4593
5073,2705
2056,6285
1166,6744
7875,4902
9680,6156
4170,5031
3520,6339
3532,8762
2066,3759
5935,4885
3239,6309
1131,9380
6868,6903
8209,8491
6322,4815
3362,7778
1729,2205
9399,6653
7689,1585
7744,4493
3472,2592
4746,2329
1553,8552
7299,2773
4480,2883
7180,6393
1901,4541
5121,9270
2618,5065
9647,2271
7489,2477
3190,9613
6619,2551
6757,9700
9292,3217
2561,1232
8214,6053
4241,1694
4696,7109
3092,2770
4369,7575
5857,3614
7237,3624
9456,9488
2393,2398
2108,7004
9364,3793
6231,5551
5818,7870
4102,8050
2172,6572
2773,7026
4487,5119
3576,3251
4531,2441
6522,4558
7352,3760
6826,5151
8743,9926
4345,5084
1877,7347
6685,4523
5125,5109
7880,5189
2832,8976
2958,1188
9361,9181
7614,2907
4310,8124
8135,9132
6837,5614
8605,6765
6380,7520
8251,8309
3974,6555
6163,5867
6728,5127
7840,4717
9537,7045
1484,4236
7715,5774
1599,2829
4001,5254
6988,5935
2495,3103
5564,4777
9026,6526
6661,6640
7342,1440
9030,3189
1544,5428
7278,4269
7170,9906
1165,5604
7559,9482
8599,8021
9830,5868
2620,4747
9245,8213
6799,5424
6352,5034
9563,7611
6453,8760
1960,5253
9830,1159
8486,2027
6771,1703
3327,6813
4923,8662
9896,7490
2463,8950
2853,5005
2443,6274
2486,6060
3943,2008
9043,7185
1124,8919
7476,1539
9693,4456
3896,2323
4988,5270
2227,9070
5156,6263
2358,6314
9260,6699
5951,4232
8794,1203
5313,7894
1706,8046
1819,7418
3240,3565
8285,8551
1478,9626
2138,8294
2824,3134
1134,8374
8945,9003
4932,6211
7718,1386
6941,6909
7732,4809
8183,1843
6895,1507
3361,5341
6383,8508
3681,7541
6713,2667
9126,3892
9384,2580
4658,9931
6980,5097
5110,4612
5195,4228
6616,9059
7267,9606
8834,1637
9659,5667
6356,9491
7754,9061
2649,2901
9163,8388
8028,5477
2592,7115
2874,1959
7974,4139
3731,9313
1324,6970
6951,3167
4911,1529
5865,1607
5472,1424
8491,5871
4209,1602
5541,4417
3148,3628
6917,5939
9958,3357
1289,4771
2003,6129
2287,7104
4104,3505
1118,1445
9923,1168
3542,4542
6717,3221
4018,2669
3931,9103
2168,8951
2252,5860
1303,5680
9348,3289
4628,9407
5895,2126
6521,3731
9285,1187
7417,8599
1692,2466
9664,7661
7884,8297
2877,5368
5799,9609
2515,7882
4047,7446
7977,7348
6833,3137
7850,4189
4899,3367
3233,6749
1499,7160
5043,6496
6594,5621
3627,4004
9332,3839
7649,6210
7454,2252
1740,9156
4053,5724
3570,5929
8650,9245
1190,4424
4035,1394
2506,1731
5327,1723
4531,9259
9274,1453
5702,5685
5897,1668
8341,5946
6953,8774
7091,4890
1676,5383
9594,8208
2244,3815
4049,7156
9545,7077
9245,2847
9305,5711
7764,2470
6681,5756
1361,5689
6563,7041
1634,8178
1754,7187
3789,6511
3761,2800
1579,7228
8076,3119
2046,2980
2642,1876
1222,1906
9972,6652
3395,8496
2719,5108
8047,7871
5967,8130
7132,2764
9380,1954
6787,1556
3839,4508
8156,1777
3170,5558
5207,7548
3716,4331
6796,5726
3796,8663
3854,8315
3168,7157
2401,1590
4380,5474
8334,7034
7927,9038
3491,5096
7746,7842
2246,5218
2112,8815
9775,1640
7174,1664
1365,3419
3105,1319
5528,3730
5249,3902
5105,5725
6635,8131
3192,3436
2002,4293
8502,7504
2462,5163
4637,6413
5825,7538
1308,7054
2186,7027
7056,8786
1670,4851
9163,8415
5025,4964
1060,9007
9044,4839
6760,5758
6280,9882
9627,5460
1426,5307
7857,2107
4899,1664
2730,4950
3894,7566
7555,1565
3412,4883
2280,4615
9753,3050
9738,6463
5530,9185
9434,6520
2271,5993
3877,5411
5139,5902
4642,1659
2448,3827
5731,6020
5738,2659
8907,9969
8136,5597
2777,6747
5110,9890
1731,6762
7981,9635
7432,2683
1985,8592
3285,9461
8109,2099
9881,7021
6116,9536
8142,1280
7544,1097
8337,4347
2586,6225
1147,1886
4923,9161
1403,3572
7967,7019
9586,3421
4534,6414
6234,3916
7568,8439
3186,3607
5709,2394
9454,7212
6208,9355
7644,4039
6543,8247
5350,2320
1836,7097
7378,5369
6387,5528
2639,7084
3081,8436
5986,4674
5739,6159
9348,9250
3984,7309
8089,2587
7477,3092
5258,3487
5276,6901
7875,7729
9727,3358
7986,3839
4382,6546
7214,6179
6045,5790
3035,1131
2109,2867
3159,7882
2035,2525
1468,6805
1001,6575
8214,9626
1791,3529
1112,6878
8464,4910
5571,5655
4583,7038
9696,8517
6128,6958
9909,2846
6535,7321
9826,6260
6799,8288
